rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,hour,min,sec,status,latitude,lat_hemisphere,longitude,long_hemisphere,speed,course,date,month,year,mag_variation,mag_var_direction,mode
1477388576811457353,,544037,,1477388576,801525126,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576811498359,,544038,,1477388576,810247282,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576822168433,,544039,,1477388576,821734143,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576828663944,,544040,,1477388576,827892624,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576839224870,,544041,,1477388576,836808313,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576847519898,,544042,,1477388576,845627938,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576856401223,,544043,,1477388576,854450146,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576865911339,,544044,,1477388576,863789607,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576888393444,,544045,,1477388576,872202008,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576888407267,,544046,,1477388576,881024930,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576894341339,,544047,,1477388576,889836389,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576913171010,,544048,,1477388576,898677598,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576913237400,,544049,,1477388576,907532060,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576924047856,,544050,,1477388576,916405978,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576926749739,,544051,,1477388576,925275095,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576934956897,,544052,,1477388576,934068176,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576950736477,,544053,,1477388576,944669138,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576958920071,,544054,,1477388576,952142784,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576984817514,,544055,,1477388576,960619956,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576984840557,,544056,,1477388576,969514276,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576984889959,,544057,,1477388576,978310232,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576987809575,,544058,,1477388576,987152661,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388576998543649,,544059,,1477388576,996007469,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577006149698,,544060,,1477388577,4871183,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577014045203,,544061,,1477388577,13686748,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577023006462,,544062,,1477388577,22540702,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577032761842,,544063,,1477388577,31392167,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577043062674,,544064,,1477388577,40349205,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577050480619,,544065,,1477388577,49081059,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577059621531,,544066,,1477388577,57936102,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
